shipment_id,order_id,carrier_name,tracking_number,shipping_method,shipping_status,shipping_date,estimated_delivery_date,actual_delivery_date,shipping_address_id,shipping_cost,weight_kg
ship_000172,ord_795104,FedEx,TRK733250837,economy,in_transit,2026-04-06 11:44:32,2026-04-13 11:44:32,2026-04-13 11:44:32,addr_6132,8.5,10.78
ship_000173,ord_226133,USPS,TRK411388261,overnight,shipped,2026-04-17 06:22:10,2026-04-21 06:22:10,2026-04-21 06:22:10,addr_9690,37.56,18.76
ship_000174,ord_566700,FedEx,TRK817847454,standard,pending_pickup,2026-04-22 00:29:04,2026-04-27 00:29:04,2026-04-27 00:29:04,addr_9284,44.13,14.33
ship_000175,ord_878628,UPS,TRK987240396,economy,delivered,2026-04-18 07:34:37,2026-04-23 07:34:37,2026-04-23 07:34:37,addr_4061,5.97,10.45
ship_000176,ord_428069,USPS,TRK996739496,overnight,pending_pickup,2026-04-13 13:14:40,2026-04-16 13:14:40,2026-04-16 13:14:40,addr_4833,29.83,13.9
ship_000177,ord_278372,Aramex,TRK533931300,economy,in_transit,2026-04-20 03:08:16,2026-04-23 03:08:16,2026-04-23 03:08:16,addr_4981,42.67,2.4
ship_000178,ord_840726,USPS,TRK979476430,standard,shipped,2026-04-21 03:49:31,2026-04-23 03:49:31,2026-04-23 03:49:31,addr_4039,47.68,11.55
ship_000179,ord_292036,Aramex,TRK980755123,overnight,delivered,2026-04-09 18:58:26,2026-04-11 18:58:26,,addr_8604,46.89,13.17
ship_000180,ord_932053,USPS,TRK547661960,standard,returned,2026-04-17 00:16:30,2026-04-22 00:16:30,2026-04-22 00:16:30,addr_2215,27.27,12.89
ship_000181,ord_644650,Aramex,TRK295622575,overnight,shipped,2026-04-13 15:57:03,2026-04-17 15:57:03,2026-04-17 15:57:03,addr_8624,37.63,19.93
ship_000182,ord_262807,UPS,TRK707821307,economy,pending_pickup,2026-04-21 06:33:26,2026-04-23 06:33:26,2026-04-23 06:33:26,addr_6896,13.55,9.88
ship_000183,ord_170827,DHL,TRK866516501,standard,delivered,2026-04-09 22:59:01,2026-04-14 22:59:01,,addr_5705,47.27,13.01
ship_000184,ord_550320,DHL,TRK589037383,overnight,delivered,2026-04-19 15:57:12,2026-04-23 15:57:12,2026-04-23 15:57:12,addr_4108,44.84,6.35
ship_000185,ord_825588,USPS,TRK420583807,economy,pending_pickup,2026-04-13 11:26:19,2026-04-16 11:26:19,2026-04-16 11:26:19,addr_8131,31.88,7.78
ship_000186,ord_765463,UPS,TRK684553611,standard,returned,2026-04-06 10:54:15,2026-04-11 10:54:15,,addr_3870,38.79,12.1
ship_000187,ord_734018,FedEx,TRK531336705,express,returned,2026-04-23 16:25:32,2026-04-30 16:25:32,,addr_8634,11.04,18.48
ship_000188,ord_341518,DHL,TRK203481282,overnight,returned,2026-04-11 20:05:28,2026-04-16 20:05:28,2026-04-16 20:05:28,addr_6241,29.37,8.99
ship_000189,ord_238953,UPS,TRK604378436,express,returned,2026-04-16 03:21:46,2026-04-23 03:21:46,2026-04-23 03:21:46,addr_4682,24.54,6.74
ship_000190,ord_609227,DHL,TRK428988339,express,in_transit,2026-04-17 19:04:51,2026-04-23 19:04:51,2026-04-23 19:04:51,addr_3546,5.38,13.36
ship_000191,ord_722893,FedEx,TRK674483462,express,in_transit,2026-04-09 10:37:06,2026-04-13 10:37:06,2026-04-13 10:37:06,addr_8415,28.91,19.28
ship_000192,ord_928363,FedEx,TRK744887951,standard,returned,2026-04-15 00:14:50,2026-04-19 00:14:50,2026-04-19 00:14:50,addr_7657,6.06,5.32
ship_000193,ord_842033,FedEx,TRK503456718,standard,pending_pickup,2026-04-09 09:22:16,2026-04-11 09:22:16,2026-04-11 09:22:16,addr_9429,30.37,10.29
ship_000194,ord_273191,USPS,TRK291023713,economy,delivered,2026-04-22 03:19:24,2026-04-25 03:19:24,2026-04-25 03:19:24,addr_1909,37.21,1.01
ship_000195,ord_949906,Aramex,TRK280881281,overnight,delivered,2026-04-14 08:17:31,2026-04-17 08:17:31,2026-04-17 08:17:31,addr_2212,39.36,5.99
ship_000196,ord_183202,Aramex,TRK366345482,express,in_transit,2026-04-09 21:07:26,2026-04-13 21:07:26,,addr_2649,7.81,4.92
ship_000197,ord_814252,FedEx,TRK213849922,express,shipped,2026-04-18 12:40:18,2026-04-22 12:40:18,2026-04-22 12:40:18,addr_2614,12.53,1.67
ship_000198,ord_696995,Aramex,TRK357836025,standard,delivered,2026-04-24 18:47:28,2026-04-27 18:47:28,,addr_1372,38.29,9.56
ship_000199,ord_372382,DHL,TRK461836032,express,returned,2026-04-16 23:46:10,2026-04-19 23:46:10,2026-04-19 23:46:10,addr_6292,12.54,4.72
ship_000200,ord_348607,USPS,TRK821975534,standard,in_transit,2026-04-12 17:02:58,2026-04-15 17:02:58,,addr_4656,26.81,9.0
ship_000201,ord_434234,FedEx,TRK152050209,economy,shipped,2026-04-14 00:01:01,2026-04-19 00:01:01,2026-04-19 00:01:01,addr_6311,32.04,19.2
ship_000202,ord_766115,DHL,TRK831765552,overnight,pending_pickup,2026-04-24 02:34:48,2026-04-26 02:34:48,2026-04-26 02:34:48,addr_2217,31.24,8.76
ship_000203,ord_567751,FedEx,TRK482475183,overnight,shipped,2026-04-24 22:08:36,2026-04-28 22:08:36,,addr_4156,10.39,3.7
ship_000204,ord_566586,Aramex,TRK765091502,overnight,delivered,2026-04-19 10:53:23,2026-04-26 10:53:23,,addr_8799,35.79,17.82
ship_000205,ord_382352,USPS,TRK984289383,economy,in_transit,2026-04-09 14:25:09,2026-04-16 14:25:09,2026-04-16 14:25:09,addr_6265,40.85,13.3
ship_000206,ord_891741,USPS,TRK763897165,overnight,pending_pickup,2026-04-15 10:43:24,2026-04-22 10:43:24,2026-04-22 10:43:24,addr_3583,21.57,14.05
ship_000207,ord_494209,USPS,TRK275646526,overnight,pending_pickup,2026-04-10 19:16:49,2026-04-17 19:16:49,2026-04-17 19:16:49,addr_1526,17.58,7.6
ship_000208,ord_838178,USPS,TRK811072524,economy,delivered,2026-04-16 02:01:17,2026-04-18 02:01:17,,addr_8678,44.23,15.5
ship_000209,ord_134477,DHL,TRK199791843,economy,in_transit,2026-04-06 08:35:14,2026-04-09 08:35:14,2026-04-09 08:35:14,addr_3773,29.1,11.5
ship_000210,ord_451831,DHL,TRK176310806,economy,pending_pickup,2026-04-17 18:13:17,2026-04-19 18:13:17,2026-04-19 18:13:17,addr_6232,39.67,12.95
ship_000211,ord_310534,Aramex,TRK494531576,economy,delivered,2026-04-25 05:09:48,2026-05-01 05:09:48,,addr_6916,40.32,5.98
ship_000212,ord_156183,FedEx,TRK566779600,economy,shipped,2026-04-21 19:32:17,2026-04-25 19:32:17,,addr_4554,13.68,18.91
ship_000213,ord_804621,USPS,TRK468838576,express,pending_pickup,2026-04-17 02:43:03,2026-04-21 02:43:03,2026-04-21 02:43:03,addr_6150,27.73,15.55
ship_000214,ord_184551,USPS,TRK233098944,standard,pending_pickup,2026-04-12 11:01:35,2026-04-16 11:01:35,2026-04-16 11:01:35,addr_7625,27.64,6.99
ship_000215,ord_566963,USPS,TRK952424328,overnight,delivered,2026-04-11 04:04:09,2026-04-13 04:04:09,,addr_3345,28.48,17.54
ship_000216,ord_584323,FedEx,TRK765995642,overnight,delivered,2026-04-07 18:50:35,2026-04-10 18:50:35,2026-04-10 18:50:35,addr_3134,5.81,19.63
ship_000217,ord_757741,Aramex,TRK498955048,express,in_transit,2026-04-19 23:51:52,2026-04-25 23:51:52,,addr_4371,38.84,11.67
ship_000218,ord_698467,DHL,TRK804490481,overnight,in_transit,2026-04-17 03:43:47,2026-04-21 03:43:47,,addr_6002,44.89,1.92
ship_000219,ord_877385,USPS,TRK755029107,express,shipped,2026-04-18 21:07:41,2026-04-21 21:07:41,2026-04-21 21:07:41,addr_1619,33.66,9.61
ship_000220,ord_125745,Aramex,TRK310685439,economy,delivered,2026-04-19 04:30:14,2026-04-22 04:30:14,,addr_8552,12.3,11.81
ship_000221,ord_528063,DHL,TRK212243672,express,pending_pickup,2026-04-21 09:21:54,2026-04-26 09:21:54,,addr_1498,43.6,15.95
ship_000222,ord_630246,DHL,TRK426558160,overnight,delivered,2026-04-09 18:17:53,2026-04-16 18:17:53,2026-04-16 18:17:53,addr_1526,25.7,9.93
ship_000223,ord_767098,Aramex,TRK427648874,overnight,in_transit,2026-04-22 04:58:43,2026-04-28 04:58:43,2026-04-28 04:58:43,addr_6203,40.52,7.14
ship_000224,ord_562446,Aramex,TRK108409618,economy,delivered,2026-04-25 08:07:31,2026-04-28 08:07:31,2026-04-28 08:07:31,addr_2239,30.29,1.12
ship_000225,ord_440426,FedEx,TRK281339031,overnight,returned,2026-04-14 19:20:17,2026-04-19 19:20:17,2026-04-19 19:20:17,addr_4950,12.7,19.29
ship_000226,ord_315850,DHL,TRK167676761,express,in_transit,2026-04-16 00:11:14,2026-04-22 00:11:14,,addr_7678,10.11,12.65
ship_000227,ord_312085,Aramex,TRK129445702,standard,pending_pickup,2026-04-09 22:17:43,2026-04-14 22:17:43,2026-04-14 22:17:43,addr_4005,28.52,14.86
ship_000228,ord_263712,USPS,TRK440719578,express,returned,2026-04-19 19:42:32,2026-04-21 19:42:32,2026-04-21 19:42:32,addr_2938,24.94,9.1
ship_000229,ord_574540,DHL,TRK594824510,express,delivered,2026-04-14 15:43:15,2026-04-21 15:43:15,2026-04-21 15:43:15,addr_8805,17.63,1.54
ship_000230,ord_343529,USPS,TRK682127481,economy,shipped,2026-04-07 07:54:37,2026-04-10 07:54:37,,addr_4469,9.98,1.35
ship_000231,ord_971781,Aramex,TRK721113483,economy,returned,2026-04-18 03:01:35,2026-04-22 03:01:35,2026-04-22 03:01:35,addr_5259,17.07,6.17
ship_000232,ord_741762,USPS,TRK997002302,overnight,shipped,2026-04-12 04:14:51,2026-04-19 04:14:51,,addr_1754,21.5,3.12
ship_000233,ord_870831,DHL,TRK570988606,express,in_transit,2026-04-24 02:58:59,2026-04-29 02:58:59,2026-04-29 02:58:59,addr_7633,46.63,18.35
ship_000234,ord_888825,USPS,TRK295653379,standard,pending_pickup,2026-04-20 21:46:15,2026-04-23 21:46:15,,addr_7446,42.95,3.63
ship_000235,ord_225486,UPS,TRK517001228,express,in_transit,2026-04-15 06:17:57,2026-04-20 06:17:57,,addr_4944,31.22,18.58
ship_000236,ord_312178,Aramex,TRK720948843,overnight,returned,2026-04-10 13:33:57,2026-04-14 13:33:57,2026-04-14 13:33:57,addr_5900,18.05,4.79
ship_000237,ord_311587,Aramex,TRK468183764,standard,returned,2026-04-09 23:51:46,2026-04-12 23:51:46,,addr_4497,38.34,9.87
ship_000238,ord_431602,UPS,TRK765559208,express,shipped,2026-04-06 17:20:38,2026-04-08 17:20:38,2026-04-08 17:20:38,addr_2126,28.36,12.58
ship_000239,ord_450231,FedEx,TRK666123410,express,pending_pickup,2026-04-13 05:46:32,2026-04-20 05:46:32,2026-04-20 05:46:32,addr_4477,16.21,13.1
ship_000240,ord_421167,UPS,TRK403508861,overnight,returned,2026-04-25 05:41:31,2026-04-27 05:41:31,,addr_5742,6.91,8.73
ship_000241,ord_833765,USPS,TRK764285625,express,shipped,2026-04-09 02:54:59,2026-04-15 02:54:59,2026-04-15 02:54:59,addr_1844,10.43,18.73
ship_000242,ord_230087,Aramex,TRK370010927,overnight,returned,2026-04-16 08:43:42,2026-04-23 08:43:42,2026-04-23 08:43:42,addr_6212,20.93,6.85
ship_000243,ord_713511,Aramex,TRK972984111,overnight,in_transit,2026-04-05 21:15:27,2026-04-08 21:15:27,2026-04-08 21:15:27,addr_1871,39.3,1.61
ship_000244,ord_332896,USPS,TRK738190830,standard,returned,2026-04-20 02:54:00,2026-04-25 02:54:00,2026-04-25 02:54:00,addr_2670,12.84,16.54
ship_000245,ord_703377,Aramex,TRK442698068,overnight,pending_pickup,2026-04-18 05:47:23,2026-04-22 05:47:23,2026-04-22 05:47:23,addr_3770,6.97,4.76
ship_000246,ord_931819,DHL,TRK380955243,standard,shipped,2026-04-17 03:45:19,2026-04-23 03:45:19,2026-04-23 03:45:19,addr_2949,11.08,19.4
ship_000247,ord_230495,DHL,TRK726744323,standard,pending_pickup,2026-04-24 09:29:27,2026-04-26 09:29:27,,addr_6171,40.25,5.61
ship_000248,ord_333215,USPS,TRK784733244,standard,returned,2026-04-19 05:00:30,2026-04-23 05:00:30,2026-04-23 05:00:30,addr_7660,31.23,17.54
ship_000249,ord_133325,FedEx,TRK264135178,express,shipped,2026-04-21 00:13:55,2026-04-24 00:13:55,,addr_9016,15.91,2.84
ship_000250,ord_546046,FedEx,TRK644720688,overnight,returned,2026-04-24 12:09:39,2026-04-29 12:09:39,,addr_3610,47.73,14.74
ship_000251,ord_489366,FedEx,TRK515375371,economy,pending_pickup,2026-04-18 09:59:41,2026-04-20 09:59:41,2026-04-20 09:59:41,addr_4215,31.03,14.02
ship_000252,ord_139645,DHL,TRK579495077,economy,in_transit,2026-04-15 22:01:44,2026-04-22 22:01:44,2026-04-22 22:01:44,addr_1130,30.84,17.24
ship_000253,ord_214072,FedEx,TRK290637829,express,delivered,2026-04-17 23:57:11,2026-04-23 23:57:11,2026-04-23 23:57:11,addr_4796,37.22,3.53
ship_000254,ord_604623,USPS,TRK846162805,economy,in_transit,2026-04-22 08:49:59,2026-04-26 08:49:59,,addr_5450,12.19,13.78
ship_000255,ord_217440,DHL,TRK295314729,express,delivered,2026-04-09 21:20:01,2026-04-12 21:20:01,,addr_1835,28.16,3.74
ship_000256,ord_529099,Aramex,TRK692265332,overnight,delivered,2026-04-08 23:55:55,2026-04-13 23:55:55,2026-04-13 23:55:55,addr_8618,34.68,9.58
ship_000257,ord_469347,USPS,TRK210735568,standard,in_transit,2026-04-05 18:30:13,2026-04-10 18:30:13,2026-04-10 18:30:13,addr_5903,14.54,2.47
ship_000258,ord_509393,DHL,TRK295492696,overnight,returned,2026-04-13 00:22:44,2026-04-20 00:22:44,2026-04-20 00:22:44,addr_2966,30.02,11.58
ship_000259,ord_185929,DHL,TRK874873982,express,shipped,2026-04-22 08:45:37,2026-04-26 08:45:37,,addr_8482,27.7,14.11
ship_000260,ord_361845,UPS,TRK499595406,standard,shipped,2026-04-09 03:05:42,2026-04-16 03:05:42,,addr_9805,34.16,10.57
ship_000261,ord_664824,UPS,TRK300439106,economy,returned,2026-04-23 03:11:09,2026-04-25 03:11:09,,addr_9092,48.34,5.38
ship_000262,ord_508961,DHL,TRK739190335,express,in_transit,2026-04-15 22:43:52,2026-04-17 22:43:52,2026-04-17 22:43:52,addr_6333,34.96,2.51
ship_000263,ord_199590,USPS,TRK169077611,standard,shipped,2026-04-22 23:29:10,2026-04-27 23:29:10,,addr_3584,33.44,19.63
ship_000264,ord_809411,USPS,TRK570992557,overnight,pending_pickup,2026-04-09 02:51:20,2026-04-11 02:51:20,2026-04-11 02:51:20,addr_3097,9.18,9.96
ship_000265,ord_566857,UPS,TRK617633514,standard,in_transit,2026-04-23 21:15:31,2026-04-29 21:15:31,2026-04-29 21:15:31,addr_3769,37.62,1.6
ship_000266,ord_446697,FedEx,TRK340528839,economy,in_transit,2026-04-22 10:53:10,2026-04-27 10:53:10,2026-04-27 10:53:10,addr_6029,27.31,2.76
ship_000267,ord_921890,DHL,TRK887487875,standard,pending_pickup,2026-04-05 18:06:18,2026-04-09 18:06:18,2026-04-09 18:06:18,addr_4757,30.9,14.43
ship_000268,ord_383430,USPS,TRK776985077,express,delivered,2026-04-15 13:25:34,2026-04-21 13:25:34,,addr_6062,18.3,3.45
ship_000269,ord_728030,UPS,TRK719857685,economy,shipped,2026-04-21 09:35:12,2026-04-25 09:35:12,2026-04-25 09:35:12,addr_1392,38.0,2.91
ship_000270,ord_219619,Aramex,TRK224733353,overnight,shipped,2026-04-21 08:07:02,2026-04-24 08:07:02,2026-04-24 08:07:02,addr_9619,31.82,14.7
ship_000271,ord_334575,USPS,TRK363006413,express,shipped,2026-04-24 23:59:52,2026-04-27 23:59:52,2026-04-27 23:59:52,addr_7214,5.23,0.95
ship_000272,ord_942185,DHL,TRK709587099,standard,in_transit,2026-04-17 14:05:20,2026-04-23 14:05:20,2026-04-23 14:05:20,addr_1240,19.62,19.51
ship_000273,ord_316866,DHL,TRK693199787,express,in_transit,2026-04-15 10:24:57,2026-04-17 10:24:57,,addr_5765,18.85,5.25
ship_000274,ord_252050,DHL,TRK359488459,standard,shipped,2026-04-08 08:57:28,2026-04-11 08:57:28,2026-04-11 08:57:28,addr_3564,21.21,0.84
ship_000275,ord_307916,FedEx,TRK547254339,standard,shipped,2026-04-12 10:18:40,2026-04-17 10:18:40,2026-04-17 10:18:40,addr_1823,6.75,18.64
ship_000276,ord_167474,FedEx,TRK576534799,standard,delivered,2026-04-12 11:57:19,2026-04-16 11:57:19,2026-04-16 11:57:19,addr_6106,8.22,5.55
ship_000277,ord_394449,USPS,TRK520861025,standard,in_transit,2026-04-15 08:09:00,2026-04-20 08:09:00,,addr_8036,20.54,2.75
ship_000278,ord_247396,DHL,TRK837204865,economy,returned,2026-04-14 04:20:16,2026-04-19 04:20:16,2026-04-19 04:20:16,addr_8985,20.45,4.28
ship_000279,ord_938152,USPS,TRK852518010,economy,delivered,2026-04-15 03:09:32,2026-04-21 03:09:32,2026-04-21 03:09:32,addr_7875,36.41,10.49
ship_000280,ord_258015,UPS,TRK481970490,express,delivered,2026-04-19 19:07:32,2026-04-26 19:07:32,,addr_9600,9.43,2.51
ship_000281,ord_464892,UPS,TRK123931042,express,shipped,2026-04-07 20:45:20,2026-04-11 20:45:20,2026-04-11 20:45:20,addr_9282,28.03,2.31
ship_000282,ord_936067,DHL,TRK564736846,express,pending_pickup,2026-04-08 08:39:02,2026-04-15 08:39:02,,addr_1335,47.31,4.06
ship_000283,ord_834115,USPS,TRK236529053,standard,shipped,2026-04-24 02:02:00,2026-04-27 02:02:00,2026-04-27 02:02:00,addr_6915,18.09,14.45
ship_000284,ord_823528,FedEx,TRK588810328,express,shipped,2026-04-20 20:58:10,2026-04-24 20:58:10,2026-04-24 20:58:10,addr_8438,11.94,10.97
ship_000285,ord_960013,Aramex,TRK898462662,economy,returned,2026-04-20 07:05:55,2026-04-22 07:05:55,2026-04-22 07:05:55,addr_7453,42.33,18.61
ship_000286,ord_774673,UPS,TRK145048258,express,pending_pickup,2026-04-17 23:45:16,2026-04-21 23:45:16,,addr_8004,6.64,1.66
ship_000287,ord_987857,Aramex,TRK836991709,standard,pending_pickup,2026-04-07 17:08:13,2026-04-10 17:08:13,2026-04-10 17:08:13,addr_9478,27.35,6.93
ship_000288,ord_196421,FedEx,TRK897767173,economy,delivered,2026-04-10 05:05:58,2026-04-12 05:05:58,2026-04-12 05:05:58,addr_2153,44.05,1.82
ship_000289,ord_914122,DHL,TRK666771062,standard,returned,2026-04-11 16:25:17,2026-04-16 16:25:17,2026-04-16 16:25:17,addr_8897,25.26,7.97
ship_000290,ord_884631,UPS,TRK514682146,express,in_transit,2026-04-16 03:08:06,2026-04-22 03:08:06,2026-04-22 03:08:06,addr_5982,13.78,7.72
ship_000291,ord_774006,USPS,TRK115074870,express,pending_pickup,2026-04-23 02:42:00,2026-04-27 02:42:00,2026-04-27 02:42:00,addr_5080,5.62,8.72
ship_000292,ord_861052,Aramex,TRK872870939,express,pending_pickup,2026-04-18 22:46:14,2026-04-23 22:46:14,,addr_4589,12.48,9.53
ship_000293,ord_543711,FedEx,TRK597981049,standard,in_transit,2026-04-09 02:32:12,2026-04-13 02:32:12,2026-04-13 02:32:12,addr_5540,33.06,16.81
ship_000294,ord_436277,USPS,TRK649880336,express,shipped,2026-04-25 11:48:02,2026-04-27 11:48:02,2026-04-27 11:48:02,addr_4196,33.71,9.31
ship_000295,ord_746312,DHL,TRK894869013,standard,shipped,2026-04-12 14:03:41,2026-04-16 14:03:41,,addr_1446,28.02,2.47
ship_000296,ord_497223,FedEx,TRK880388281,standard,pending_pickup,2026-04-24 08:44:00,2026-04-28 08:44:00,2026-04-28 08:44:00,addr_8936,9.96,13.15
ship_000297,ord_729696,USPS,TRK772866609,express,pending_pickup,2026-04-19 19:35:15,2026-04-21 19:35:15,,addr_7215,25.21,5.56
ship_000298,ord_868208,USPS,TRK221028550,express,pending_pickup,2026-04-17 14:36:12,2026-04-23 14:36:12,,addr_4990,45.41,14.08
ship_000299,ord_504226,UPS,TRK766175373,overnight,returned,2026-04-08 17:54:22,2026-04-14 17:54:22,2026-04-14 17:54:22,addr_3376,11.35,13.88
ship_000300,ord_314904,Aramex,TRK391719822,standard,in_transit,2026-04-21 04:33:23,2026-04-28 04:33:23,2026-04-28 04:33:23,addr_8686,43.28,9.1
ship_000301,ord_560568,FedEx,TRK378405947,economy,shipped,2026-04-24 02:43:20,2026-04-27 02:43:20,2026-04-27 02:43:20,addr_6695,11.37,10.89
ship_000302,ord_103392,UPS,TRK236654009,standard,pending_pickup,2026-04-06 23:35:46,2026-04-10 23:35:46,2026-04-10 23:35:46,addr_1447,47.09,11.94
ship_000303,ord_756433,USPS,TRK481212128,standard,returned,2026-04-08 23:04:31,2026-04-15 23:04:31,2026-04-15 23:04:31,addr_6349,47.84,17.77
ship_000304,ord_483915,USPS,TRK271774447,express,in_transit,2026-04-16 08:20:05,2026-04-22 08:20:05,2026-04-22 08:20:05,addr_3970,7.94,17.32
ship_000305,ord_214016,USPS,TRK532136126,standard,returned,2026-04-08 05:04:15,2026-04-12 05:04:15,,addr_5501,36.3,0.65
ship_000306,ord_698861,Aramex,TRK455663197,economy,shipped,2026-04-08 12:23:30,2026-04-10 12:23:30,,addr_7613,43.24,5.37
ship_000307,ord_428239,UPS,TRK968673261,economy,shipped,2026-04-25 00:33:25,2026-05-02 00:33:25,2026-05-02 00:33:25,addr_7086,27.71,2.74
ship_000308,ord_327766,DHL,TRK487905674,economy,shipped,2026-04-07 03:38:57,2026-04-12 03:38:57,2026-04-12 03:38:57,addr_1784,6.51,0.63
ship_000309,ord_826233,UPS,TRK110772909,economy,shipped,2026-04-24 13:55:06,2026-04-27 13:55:06,,addr_8825,30.95,11.36
ship_000310,ord_376620,UPS,TRK871880480,economy,returned,2026-04-07 08:04:38,2026-04-14 08:04:38,2026-04-14 08:04:38,addr_4604,12.84,15.68
ship_000311,ord_124380,Aramex,TRK142451161,overnight,delivered,2026-04-10 21:20:45,2026-04-14 21:20:45,,addr_1340,49.7,7.36
ship_000312,ord_288744,UPS,TRK534897174,standard,shipped,2026-04-11 07:22:36,2026-04-15 07:22:36,2026-04-15 07:22:36,addr_8457,46.04,9.69
ship_000313,ord_297581,Aramex,TRK243167667,economy,returned,2026-04-11 08:36:36,2026-04-17 08:36:36,2026-04-17 08:36:36,addr_9568,33.37,16.73
ship_000314,ord_394038,FedEx,TRK908276988,overnight,pending_pickup,2026-04-20 17:53:34,2026-04-24 17:53:34,,addr_7293,14.64,15.01
ship_000315,ord_505684,UPS,TRK682298250,economy,in_transit,2026-04-16 02:10:22,2026-04-19 02:10:22,2026-04-19 02:10:22,addr_7145,26.32,6.07
ship_000316,ord_570138,DHL,TRK254688565,economy,pending_pickup,2026-04-14 07:44:48,2026-04-21 07:44:48,2026-04-21 07:44:48,addr_7628,11.71,15.07
ship_000317,ord_245667,DHL,TRK293927008,economy,delivered,2026-04-24 05:47:01,2026-04-27 05:47:01,2026-04-27 05:47:01,addr_3541,48.67,9.73
ship_000318,ord_104717,DHL,TRK101646489,economy,pending_pickup,2026-04-21 22:13:11,2026-04-24 22:13:11,2026-04-24 22:13:11,addr_8435,28.46,4.67
ship_000319,ord_843166,Aramex,TRK657485032,overnight,delivered,2026-04-12 12:52:35,2026-04-17 12:52:35,2026-04-17 12:52:35,addr_4960,22.58,5.86
ship_000320,ord_730849,FedEx,TRK736944809,standard,delivered,2026-04-21 05:27:21,2026-04-24 05:27:21,,addr_6169,44.16,15.04
ship_000321,ord_739113,DHL,TRK577106197,standard,returned,2026-04-09 13:49:55,2026-04-11 13:49:55,2026-04-11 13:49:55,addr_1800,20.5,13.63
ship_000322,ord_146794,Aramex,TRK316841741,standard,pending_pickup,2026-04-21 22:55:23,2026-04-26 22:55:23,,addr_1150,7.47,2.33
ship_000323,ord_111343,UPS,TRK190521603,overnight,delivered,2026-04-09 04:27:08,2026-04-11 04:27:08,,addr_3365,29.27,9.23
ship_000324,ord_622193,FedEx,TRK512323241,overnight,pending_pickup,2026-04-19 16:25:06,2026-04-24 16:25:06,2026-04-24 16:25:06,addr_2358,26.29,17.56
ship_000325,ord_975364,FedEx,TRK193412598,standard,shipped,2026-04-06 11:55:32,2026-04-09 11:55:32,2026-04-09 11:55:32,addr_2659,38.53,15.84
ship_000326,ord_774327,DHL,TRK859982284,overnight,returned,2026-04-15 04:37:47,2026-04-22 04:37:47,,addr_1988,20.08,18.58
ship_000327,ord_616518,FedEx,TRK614764945,economy,shipped,2026-04-18 04:56:46,2026-04-25 04:56:46,2026-04-25 04:56:46,addr_1032,16.65,2.12
ship_000328,ord_587564,USPS,TRK667324538,economy,delivered,2026-04-22 15:47:37,2026-04-27 15:47:37,2026-04-27 15:47:37,addr_3578,38.73,18.84
ship_000329,ord_672666,USPS,TRK748086876,express,in_transit,2026-04-14 19:13:45,2026-04-16 19:13:45,2026-04-16 19:13:45,addr_7989,47.91,14.46
ship_000330,ord_106918,Aramex,TRK691536013,economy,delivered,2026-04-20 18:07:24,2026-04-25 18:07:24,2026-04-25 18:07:24,addr_9770,23.46,14.93
ship_000331,ord_940674,FedEx,TRK982513527,standard,delivered,2026-04-17 20:33:17,2026-04-23 20:33:17,2026-04-23 20:33:17,addr_1184,23.59,18.53
ship_000332,ord_647505,USPS,TRK206840976,economy,returned,2026-04-11 06:09:16,2026-04-14 06:09:16,,addr_7124,20.76,8.08
ship_000333,ord_390851,UPS,TRK415587783,express,returned,2026-04-12 07:39:57,2026-04-19 07:39:57,2026-04-19 07:39:57,addr_4820,39.76,1.74
ship_000334,ord_788876,USPS,TRK988985880,express,in_transit,2026-04-07 16:58:26,2026-04-14 16:58:26,,addr_7489,27.36,11.14
ship_000335,ord_806787,FedEx,TRK985541086,economy,shipped,2026-04-06 23:09:31,2026-04-10 23:09:31,2026-04-10 23:09:31,addr_6700,15.09,13.05
ship_000336,ord_484643,FedEx,TRK913638367,standard,in_transit,2026-04-13 01:23:04,2026-04-17 01:23:04,2026-04-17 01:23:04,addr_4084,26.63,10.01
ship_000337,ord_415530,DHL,TRK901611968,standard,pending_pickup,2026-04-10 08:18:09,2026-04-14 08:18:09,2026-04-14 08:18:09,addr_1818,24.62,17.38
ship_000338,ord_362326,DHL,TRK124851672,overnight,in_transit,2026-04-17 20:57:48,2026-04-20 20:57:48,2026-04-20 20:57:48,addr_9783,43.49,9.67
ship_000339,ord_344150,USPS,TRK140469823,economy,shipped,2026-04-14 06:23:25,2026-04-19 06:23:25,,addr_6478,32.61,11.5
ship_000340,ord_194721,UPS,TRK208914167,express,in_transit,2026-04-06 16:23:54,2026-04-11 16:23:54,,addr_2035,22.16,18.95
ship_000341,ord_629578,UPS,TRK428545630,express,in_transit,2026-04-19 15:10:40,2026-04-23 15:10:40,2026-04-23 15:10:40,addr_4495,22.13,19.56
ship_000342,ord_149792,DHL,TRK264244482,economy,delivered,2026-04-21 16:54:48,2026-04-24 16:54:48,2026-04-24 16:54:48,addr_9218,20.74,2.92
ship_000343,ord_422790,USPS,TRK404442753,standard,shipped,2026-04-23 14:18:02,2026-04-28 14:18:02,2026-04-28 14:18:02,addr_3974,6.15,16.72
ship_000344,ord_452107,FedEx,TRK469677915,overnight,delivered,2026-04-17 18:26:44,2026-04-21 18:26:44,2026-04-21 18:26:44,addr_6828,19.52,14.07
