transaction_id,order_id,customer_id,payment_method,payment_status,amount,currency,transaction_timestamp,processor_response_code,gateway_fee,merchant_id,billing_country,risk_score
txn_000217,ord_128573,cust_57626,debit_card,pending,53.74,USD,2026-04-04 09:12:11,14,0.26,merch_9959,GN,97
txn_000218,ord_135627,cust_13224,google_pay,failed,1145.39,USD,2026-03-30 10:18:59,61,5.42,merch_7596,ER,16
txn_000219,ord_709580,cust_33650,bank_transfer,failed,1850.14,USD,2026-04-07 03:18:01,05,7.38,merch_2089,BB,84
txn_000220,ord_673798,cust_81525,debit_card,completed,1887.57,USD,2026-03-27 10:40:53,51,7.23,merch_8852,RU,23
txn_000221,ord_659798,cust_64790,paypal,pending,1380.61,USD,2026-03-30 20:52:54,00,6.33,merch_2534,MG,44
txn_000222,ord_653125,cust_62590,apple_pay,completed,1093.45,USD,2026-03-26 19:01:27,51,3.43,merch_7604,ST,58
txn_000223,ord_713298,cust_13394,google_pay,refunded,1390.41,USD,2026-04-18 08:03:25,85,6.73,merch_5847,UG,73
txn_000224,ord_963454,cust_14116,apple_pay,completed,982.51,USD,2026-04-10 17:26:53,61,3.63,merch_8916,RU,35
txn_000225,ord_187546,cust_93946,google_pay,completed,1385.16,USD,2026-04-21 17:21:30,05,5.25,merch_5703,GN,20
txn_000226,ord_514095,cust_30376,google_pay,pending,1512.79,USD,2026-04-13 19:40:47,00,5.82,merch_5169,BB,57
txn_000227,ord_512021,cust_42202,bank_transfer,refunded,108.55,USD,2026-04-04 10:49:34,61,0.37,merch_7699,RU,15
txn_000228,ord_370895,cust_89187,google_pay,failed,506.38,USD,2026-04-21 22:47:24,14,1.17,merch_3864,RU,69
txn_000229,ord_438652,cust_20613,apple_pay,completed,1338.98,USD,2026-04-13 23:21:11,51,6.21,merch_7229,ER,25
txn_000230,ord_800972,cust_87502,google_pay,pending,1447.81,USD,2026-04-05 03:44:22,00,3.88,merch_5208,UG,43
txn_000231,ord_149763,cust_81499,bank_transfer,refunded,840.8,USD,2026-04-18 20:27:48,51,3.76,merch_7524,FI,22
txn_000232,ord_253424,cust_39547,bank_transfer,completed,1258.24,USD,2026-04-03 00:54:38,51,3.37,merch_6077,LT,10
txn_000233,ord_308874,cust_78593,debit_card,pending,141.04,USD,2026-04-19 01:24:12,85,0.66,merch_3135,FI,97
txn_000234,ord_811518,cust_93365,paypal,refunded,470.18,USD,2026-03-29 00:43:22,51,1.11,merch_5020,CR,21
txn_000235,ord_952107,cust_98649,paypal,failed,1940.99,USD,2026-04-20 16:24:44,51,9.37,merch_3079,ST,64
txn_000236,ord_633876,cust_33033,debit_card,completed,1898.03,USD,2026-04-09 21:51:51,61,5.0,merch_4049,GN,79
txn_000237,ord_289909,cust_26884,google_pay,pending,1054.33,USD,2026-04-10 08:08:45,51,2.97,merch_1782,LT,59
txn_000238,ord_352313,cust_42528,debit_card,pending,1923.47,USD,2026-03-27 09:53:26,14,7.06,merch_9749,MG,72
txn_000239,ord_516592,cust_59022,google_pay,refunded,28.89,USD,2026-04-21 22:45:30,61,0.07,merch_7643,RU,72
txn_000240,ord_400291,cust_22285,google_pay,pending,478.02,USD,2026-04-10 07:15:12,61,1.08,merch_7741,BB,10
txn_000241,ord_505928,cust_10650,paypal,refunded,1174.8,USD,2026-04-06 15:52:20,05,3.85,merch_8514,RU,11
txn_000242,ord_355633,cust_46685,debit_card,pending,240.11,USD,2026-03-30 12:55:48,05,0.63,merch_6971,SV,75
txn_000243,ord_270979,cust_22506,paypal,pending,216.81,USD,2026-04-15 15:34:51,00,0.94,merch_4327,AR,30
txn_000244,ord_562537,cust_10880,google_pay,refunded,822.15,USD,2026-04-01 02:32:17,85,3.36,merch_5637,ST,14
txn_000245,ord_923260,cust_45141,google_pay,pending,1691.95,USD,2026-04-15 05:08:24,51,4.69,merch_8405,CR,56
txn_000246,ord_877911,cust_64164,google_pay,refunded,1287.29,USD,2026-04-03 17:14:28,00,6.12,merch_5401,UG,94
txn_000247,ord_791926,cust_42223,google_pay,failed,459.2,USD,2026-04-09 22:44:27,51,1.38,merch_4882,FI,54
txn_000248,ord_791209,cust_70661,bank_transfer,pending,494.45,USD,2026-04-01 04:43:09,05,1.04,merch_6667,DZ,57
txn_000249,ord_123759,cust_30751,google_pay,pending,1498.89,USD,2026-03-26 18:54:18,85,5.4,merch_2246,ER,12
txn_000250,ord_309719,cust_31211,bank_transfer,pending,803.82,USD,2026-04-03 07:42:11,00,1.62,merch_9013,MG,10
txn_000251,ord_207975,cust_57500,apple_pay,pending,1147.77,USD,2026-04-04 17:05:13,00,4.26,merch_4716,UG,47
txn_000252,ord_405856,cust_20891,debit_card,completed,43.87,USD,2026-03-28 06:59:59,61,0.21,merch_5433,LT,98
txn_000253,ord_529713,cust_55023,bank_transfer,completed,93.32,USD,2026-03-29 14:05:14,85,0.27,merch_5411,ER,83
txn_000254,ord_660956,cust_10064,paypal,pending,828.81,USD,2026-04-12 01:31:19,05,3.34,merch_5933,BB,32
txn_000255,ord_339848,cust_66793,debit_card,pending,1508.18,USD,2026-03-31 01:19:24,14,4.53,merch_1826,GN,93
txn_000256,ord_639157,cust_70146,bank_transfer,completed,1671.07,USD,2026-04-15 16:12:17,00,7.75,merch_9091,RU,69
txn_000257,ord_239492,cust_84437,google_pay,refunded,1164.08,USD,2026-03-29 21:46:28,51,4.12,merch_9229,ST,34
txn_000258,ord_164600,cust_32054,paypal,completed,631.94,USD,2026-04-11 10:30:32,00,2.68,merch_6463,SV,97
txn_000259,ord_845575,cust_20813,debit_card,failed,1537.3,USD,2026-04-17 12:50:30,00,5.52,merch_9176,GN,42
txn_000260,ord_584180,cust_95492,debit_card,refunded,1290.94,USD,2026-04-03 17:21:03,05,5.73,merch_2565,CR,98
txn_000261,ord_358550,cust_95523,apple_pay,pending,1101.29,USD,2026-04-15 07:19:03,14,5.24,merch_4070,RU,99
txn_000262,ord_478625,cust_10010,google_pay,completed,1592.46,USD,2026-04-10 08:34:31,14,5.24,merch_4348,UG,25
txn_000263,ord_433750,cust_38745,google_pay,failed,627.1,USD,2026-04-15 08:59:12,51,2.97,merch_2896,AR,97
txn_000264,ord_610753,cust_77214,debit_card,refunded,296.14,USD,2026-03-30 04:21:32,05,1.35,merch_3163,CR,96
txn_000265,ord_148942,cust_57847,paypal,failed,1172.58,USD,2026-04-22 17:12:29,85,3.6,merch_3484,LT,73
txn_000266,ord_319102,cust_93815,google_pay,failed,1580.36,USD,2026-04-04 18:40:30,05,4.39,merch_2561,LT,68
txn_000267,ord_330337,cust_57156,paypal,failed,355.59,USD,2026-04-17 15:31:42,05,1.65,merch_2526,SV,91
txn_000268,ord_200494,cust_23194,google_pay,completed,760.16,USD,2026-04-03 02:36:14,05,1.8,merch_6355,SV,65
txn_000269,ord_246091,cust_97260,paypal,refunded,1303.82,USD,2026-04-15 21:05:23,51,6.09,merch_6554,RU,41
txn_000270,ord_245952,cust_96634,apple_pay,refunded,540.26,USD,2026-03-28 18:36:08,00,1.14,merch_4190,CR,63
txn_000271,ord_716120,cust_35587,paypal,refunded,366.5,USD,2026-04-18 01:21:44,05,1.77,merch_5573,LT,42
txn_000272,ord_999780,cust_69146,paypal,pending,630.2,USD,2026-04-11 07:53:09,85,2.46,merch_6217,ER,68
txn_000273,ord_363782,cust_17930,debit_card,completed,116.3,USD,2026-04-05 13:21:12,00,0.57,merch_4054,AR,20
txn_000274,ord_420354,cust_19986,apple_pay,completed,1144.01,USD,2026-04-08 19:38:41,61,2.66,merch_3180,ST,36
txn_000275,ord_766352,cust_41913,paypal,failed,177.94,USD,2026-04-15 04:54:05,14,0.46,merch_7013,CR,40
txn_000276,ord_490613,cust_13813,debit_card,refunded,264.06,USD,2026-04-19 12:17:40,05,0.76,merch_8940,DZ,13
txn_000277,ord_767116,cust_29821,paypal,completed,1729.63,USD,2026-04-08 09:15:24,05,6.84,merch_4286,RU,72
txn_000278,ord_580465,cust_30053,google_pay,completed,1109.9,USD,2026-04-12 19:53:51,00,4.12,merch_6851,DZ,23
txn_000279,ord_347598,cust_17666,paypal,failed,1014.08,USD,2026-04-16 12:46:37,14,3.25,merch_9413,RU,89
txn_000280,ord_809732,cust_29923,bank_transfer,failed,428.08,USD,2026-04-18 23:13:02,85,1.29,merch_8192,ST,27
txn_000281,ord_814461,cust_60641,debit_card,failed,287.02,USD,2026-04-11 02:56:16,85,0.66,merch_5810,AR,53
txn_000282,ord_590345,cust_30958,bank_transfer,failed,1367.23,USD,2026-04-08 02:39:38,61,5.34,merch_8351,FI,81
txn_000283,ord_124532,cust_14238,apple_pay,refunded,309.31,USD,2026-03-28 13:53:11,85,1.06,merch_8262,FI,84
txn_000284,ord_266730,cust_11402,google_pay,refunded,994.44,USD,2026-04-19 18:44:04,61,2.99,merch_5472,SV,58
txn_000285,ord_861460,cust_35637,bank_transfer,completed,1960.58,USD,2026-04-21 13:33:39,05,4.62,merch_8588,ST,67
txn_000286,ord_271852,cust_27410,debit_card,refunded,415.5,USD,2026-04-24 23:16:01,00,1.91,merch_4761,CR,55
txn_000287,ord_820417,cust_92424,apple_pay,refunded,120.51,USD,2026-04-22 19:52:43,05,0.31,merch_8508,ST,94
txn_000288,ord_196858,cust_84009,google_pay,pending,1205.33,USD,2026-04-24 21:24:45,05,3.09,merch_7771,ST,63
txn_000289,ord_970209,cust_77498,google_pay,failed,628.63,USD,2026-03-31 07:24:26,00,1.63,merch_1006,AR,26
txn_000290,ord_280029,cust_57335,apple_pay,completed,1578.15,USD,2026-04-07 17:12:02,51,7.79,merch_3170,CR,55
txn_000291,ord_443854,cust_20425,bank_transfer,refunded,809.0,USD,2026-03-31 05:21:43,00,3.82,merch_9936,GN,83
txn_000292,ord_759818,cust_98156,debit_card,completed,80.48,USD,2026-04-17 00:40:46,85,0.22,merch_7913,SV,72
txn_000293,ord_291409,cust_48889,paypal,refunded,1533.75,USD,2026-04-12 04:09:57,14,6.38,merch_1170,MG,54
txn_000294,ord_179007,cust_95645,paypal,failed,733.29,USD,2026-04-21 14:18:29,51,3.62,merch_9361,AR,65
txn_000295,ord_981703,cust_18161,bank_transfer,refunded,1400.52,USD,2026-04-17 21:10:47,61,4.88,merch_7559,ER,33
txn_000296,ord_992332,cust_91383,apple_pay,refunded,104.55,USD,2026-04-01 07:45:52,85,0.3,merch_1057,CR,41
txn_000297,ord_108319,cust_39888,paypal,pending,911.74,USD,2026-03-30 00:14:07,85,2.11,merch_2932,UG,74
txn_000298,ord_577120,cust_80278,google_pay,pending,1501.9,USD,2026-04-19 05:37:20,85,4.76,merch_8971,SV,66
txn_000299,ord_461939,cust_76134,paypal,pending,1605.08,USD,2026-04-14 05:25:28,61,4.74,merch_3936,LT,32
txn_000300,ord_127267,cust_87459,bank_transfer,refunded,158.43,USD,2026-04-06 08:45:30,51,0.46,merch_9317,LT,56
txn_000301,ord_833327,cust_59398,google_pay,refunded,50.4,USD,2026-04-02 02:56:45,61,0.14,merch_5551,MG,50
txn_000302,ord_818035,cust_74851,paypal,pending,290.7,USD,2026-04-14 09:54:16,00,0.67,merch_7875,MG,46
txn_000303,ord_314166,cust_35658,paypal,refunded,1213.29,USD,2026-04-10 19:20:26,05,3.03,merch_6679,GN,34
txn_000304,ord_362765,cust_14834,paypal,completed,31.98,USD,2026-03-27 12:39:55,14,0.1,merch_2566,ST,28
txn_000305,ord_501486,cust_14569,paypal,refunded,161.95,USD,2026-04-18 04:25:41,05,0.77,merch_7811,ST,67
txn_000306,ord_896029,cust_91045,apple_pay,refunded,421.56,USD,2026-04-11 04:46:14,14,1.93,merch_6326,ER,82
txn_000307,ord_801521,cust_59534,apple_pay,pending,1126.9,USD,2026-04-01 05:49:43,51,2.61,merch_7265,LT,16
txn_000308,ord_550234,cust_57133,bank_transfer,refunded,917.1,USD,2026-04-07 16:18:08,14,2.02,merch_8012,GN,61
txn_000309,ord_583954,cust_67069,google_pay,refunded,753.35,USD,2026-04-01 17:55:39,05,1.68,merch_7401,SV,20
txn_000310,ord_360640,cust_11944,bank_transfer,pending,457.47,USD,2026-04-23 01:21:50,61,1.85,merch_6219,AR,50
txn_000311,ord_925336,cust_86991,debit_card,pending,688.34,USD,2026-04-12 15:05:10,05,2.42,merch_8356,GN,12
txn_000312,ord_528879,cust_25846,bank_transfer,pending,1283.57,USD,2026-04-03 13:58:20,85,3.23,merch_7417,LT,42
txn_000313,ord_723686,cust_25859,debit_card,refunded,20.89,USD,2026-04-03 09:53:57,05,0.08,merch_9086,UG,97
txn_000314,ord_297514,cust_56170,debit_card,failed,1947.89,USD,2026-04-17 08:18:30,14,6.74,merch_2712,UG,81
txn_000315,ord_617314,cust_86255,google_pay,failed,1232.79,USD,2026-04-11 14:02:53,05,5.47,merch_5249,RU,65
txn_000316,ord_196849,cust_97282,debit_card,refunded,1772.39,USD,2026-04-02 11:24:26,00,7.41,merch_6788,CR,77
txn_000317,ord_343117,cust_35524,apple_pay,completed,1839.1,USD,2026-03-31 20:46:39,05,8.5,merch_3884,BB,74
txn_000318,ord_903245,cust_19428,google_pay,refunded,410.06,USD,2026-04-07 15:56:55,00,0.88,merch_1173,FI,89
txn_000319,ord_642111,cust_25399,apple_pay,pending,196.24,USD,2026-04-01 15:51:29,05,0.44,merch_3819,DZ,21
txn_000320,ord_591365,cust_43524,apple_pay,refunded,288.71,USD,2026-04-24 08:22:38,51,1.44,merch_7064,ER,39
txn_000321,ord_110736,cust_71854,google_pay,failed,1224.69,USD,2026-03-28 21:51:49,61,5.46,merch_8102,BB,53
txn_000322,ord_633533,cust_52397,apple_pay,pending,1722.17,USD,2026-04-19 00:09:22,14,6.17,merch_6490,AR,81
txn_000323,ord_503431,cust_51579,bank_transfer,refunded,1405.23,USD,2026-03-29 14:17:33,14,4.72,merch_8954,ST,30
txn_000324,ord_172638,cust_73138,paypal,refunded,1540.62,USD,2026-04-14 17:27:25,14,4.01,merch_4436,FI,34
txn_000325,ord_259251,cust_70705,bank_transfer,refunded,338.52,USD,2026-04-25 06:19:29,14,1.36,merch_7574,ST,97
txn_000326,ord_502404,cust_11619,bank_transfer,refunded,1058.65,USD,2026-04-02 06:32:15,05,2.24,merch_2058,CR,56
txn_000327,ord_237198,cust_18723,paypal,refunded,1507.66,USD,2026-04-08 09:31:37,61,3.49,merch_6459,MG,29
txn_000328,ord_312549,cust_76942,debit_card,refunded,53.0,USD,2026-04-23 09:41:51,61,0.22,merch_5707,ST,70
txn_000329,ord_533947,cust_27970,paypal,refunded,1492.92,USD,2026-04-08 07:34:29,14,5.53,merch_5532,SV,75
txn_000330,ord_295826,cust_50009,apple_pay,pending,175.86,USD,2026-04-10 18:57:05,61,0.71,merch_6120,RU,55
txn_000331,ord_937428,cust_84102,google_pay,completed,831.25,USD,2026-04-22 13:37:35,05,3.67,merch_5045,RU,23
txn_000332,ord_283992,cust_81841,google_pay,failed,1076.75,USD,2026-04-09 18:38:30,05,4.42,merch_9782,DZ,68
txn_000333,ord_648806,cust_21231,debit_card,completed,1427.53,USD,2026-04-06 16:11:45,00,3.35,merch_6209,LT,75
txn_000334,ord_893795,cust_61024,google_pay,pending,1352.78,USD,2026-04-21 05:27:58,14,5.83,merch_8777,DZ,69
txn_000335,ord_531832,cust_88184,google_pay,refunded,1392.02,USD,2026-04-25 09:20:08,61,2.91,merch_9057,AR,35
txn_000336,ord_932308,cust_36495,google_pay,pending,696.18,USD,2026-04-08 11:04:55,61,2.82,merch_1210,CR,36
txn_000337,ord_497149,cust_42741,google_pay,failed,892.2,USD,2026-04-02 21:23:44,00,2.02,merch_5513,AR,32
txn_000338,ord_304330,cust_79901,google_pay,failed,428.51,USD,2026-04-07 21:38:01,61,0.87,merch_8781,FI,47
txn_000339,ord_873384,cust_98466,apple_pay,refunded,32.64,USD,2026-04-20 02:33:55,05,0.11,merch_3025,GN,68
txn_000340,ord_203398,cust_15071,google_pay,failed,1915.95,USD,2026-04-18 11:50:21,85,5.07,merch_5090,RU,53
txn_000341,ord_486856,cust_67522,apple_pay,refunded,1098.99,USD,2026-04-19 21:31:48,85,2.85,merch_8047,SV,75
txn_000342,ord_641997,cust_89367,bank_transfer,refunded,57.33,USD,2026-04-02 02:38:11,85,0.13,merch_4281,BB,91
txn_000343,ord_895385,cust_95734,bank_transfer,pending,599.49,USD,2026-04-13 07:13:44,14,1.54,merch_2367,MG,61
txn_000344,ord_741038,cust_68947,google_pay,failed,745.22,USD,2026-04-21 03:44:22,00,1.73,merch_5928,LT,87
txn_000345,ord_983249,cust_13574,bank_transfer,pending,406.64,USD,2026-04-10 06:04:28,61,1.18,merch_6505,DZ,85
txn_000346,ord_328554,cust_80904,debit_card,refunded,1398.06,USD,2026-03-30 18:53:42,85,5.54,merch_2167,LT,60
txn_000347,ord_753358,cust_50890,debit_card,completed,139.06,USD,2026-04-18 13:20:08,00,0.43,merch_2668,BB,81
txn_000348,ord_310280,cust_34454,paypal,pending,1383.32,USD,2026-03-30 11:07:33,14,3.17,merch_3024,AR,16
txn_000349,ord_667450,cust_90895,google_pay,refunded,904.61,USD,2026-04-19 13:34:46,51,2.79,merch_4476,CR,55
txn_000350,ord_133283,cust_45646,apple_pay,pending,1109.43,USD,2026-04-19 04:00:07,51,4.37,merch_5202,MG,74
txn_000351,ord_260305,cust_41162,debit_card,completed,1908.32,USD,2026-03-30 06:03:32,00,7.79,merch_5339,CR,24
txn_000352,ord_598994,cust_83068,bank_transfer,refunded,1105.63,USD,2026-04-15 11:56:28,61,3.52,merch_6534,LT,84
txn_000353,ord_311247,cust_18263,apple_pay,pending,1478.81,USD,2026-04-19 04:33:36,85,6.65,merch_5473,ST,95
txn_000354,ord_393603,cust_35717,google_pay,completed,194.03,USD,2026-03-28 16:36:14,00,0.41,merch_2070,DZ,75
txn_000355,ord_477132,cust_21526,debit_card,failed,647.09,USD,2026-04-03 20:57:46,51,2.14,merch_2552,GN,65
txn_000356,ord_485356,cust_58549,google_pay,refunded,1494.18,USD,2026-04-03 15:33:55,61,4.94,merch_9985,ST,41
txn_000357,ord_352070,cust_10020,paypal,refunded,1073.39,USD,2026-04-20 07:18:43,00,4.12,merch_1785,CR,89
txn_000358,ord_321401,cust_87598,debit_card,completed,198.12,USD,2026-04-14 21:58:02,00,0.42,merch_3291,MG,21
txn_000359,ord_293243,cust_39477,paypal,failed,926.33,USD,2026-04-25 01:29:54,61,2.27,merch_6067,UG,32
txn_000360,ord_240528,cust_42815,bank_transfer,completed,697.54,USD,2026-04-23 12:58:51,85,2.14,merch_8354,LT,99
txn_000361,ord_758019,cust_98726,bank_transfer,refunded,511.36,USD,2026-04-07 11:23:43,85,1.17,merch_2113,ST,67
txn_000362,ord_427092,cust_12065,bank_transfer,pending,751.55,USD,2026-03-31 01:09:01,00,2.13,merch_3260,ER,25
txn_000363,ord_717182,cust_39703,bank_transfer,completed,411.04,USD,2026-04-25 06:52:55,00,0.95,merch_6654,ST,26
txn_000364,ord_473572,cust_89680,bank_transfer,failed,1047.67,USD,2026-03-27 14:50:08,05,2.36,merch_8029,ER,73
txn_000365,ord_954481,cust_84407,apple_pay,refunded,1861.03,USD,2026-04-23 01:29:48,05,7.35,merch_1777,MG,99
txn_000366,ord_197374,cust_81797,apple_pay,refunded,1823.3,USD,2026-04-03 04:12:35,14,7.27,merch_9967,MG,17
txn_000367,ord_576020,cust_55148,bank_transfer,completed,617.55,USD,2026-04-20 00:31:20,14,2.43,merch_8837,UG,71
txn_000368,ord_822669,cust_47064,apple_pay,pending,1535.95,USD,2026-04-02 11:17:23,05,5.56,merch_9095,UG,60
txn_000369,ord_669133,cust_21509,google_pay,failed,1731.01,USD,2026-04-08 15:20:58,85,6.83,merch_4612,ER,62
txn_000370,ord_421402,cust_59654,apple_pay,refunded,36.23,USD,2026-04-13 15:01:43,05,0.08,merch_8802,ER,49
txn_000371,ord_908166,cust_59295,google_pay,pending,490.16,USD,2026-04-10 08:06:33,61,1.23,merch_1851,ER,97
txn_000372,ord_336977,cust_33384,google_pay,pending,776.1,USD,2026-04-24 03:39:44,14,2.6,merch_3828,ST,73
txn_000373,ord_132593,cust_57800,paypal,refunded,194.63,USD,2026-04-10 19:34:54,61,0.79,merch_3461,AR,64
txn_000374,ord_688834,cust_70636,paypal,completed,1809.76,USD,2026-03-27 08:11:53,05,5.04,merch_2596,DZ,14
txn_000375,ord_953132,cust_42980,google_pay,refunded,1780.42,USD,2026-04-22 23:01:56,51,8.15,merch_6400,LT,84
txn_000376,ord_776492,cust_95322,apple_pay,failed,1735.78,USD,2026-04-18 20:32:25,14,8.46,merch_4271,GN,75
txn_000377,ord_301864,cust_52735,debit_card,failed,1699.35,USD,2026-03-28 22:43:45,85,4.38,merch_9007,MG,48
txn_000378,ord_217492,cust_26276,paypal,refunded,1244.79,USD,2026-04-10 15:19:37,61,3.03,merch_5334,CR,53
txn_000379,ord_174531,cust_18227,paypal,pending,111.74,USD,2026-04-18 20:00:56,14,0.42,merch_4165,SV,93
txn_000380,ord_890743,cust_96428,apple_pay,failed,886.48,USD,2026-04-16 02:53:14,85,3.86,merch_1829,CR,32
txn_000381,ord_903690,cust_94714,paypal,pending,558.88,USD,2026-04-11 01:58:20,14,1.9,merch_6827,AR,20
txn_000382,ord_163881,cust_87604,apple_pay,failed,562.45,USD,2026-04-03 08:52:59,05,1.32,merch_1702,GN,11
txn_000383,ord_939015,cust_30739,paypal,pending,359.83,USD,2026-03-31 23:13:48,00,0.83,merch_7332,GN,73
txn_000384,ord_407576,cust_17217,apple_pay,refunded,1934.84,USD,2026-04-09 04:36:20,14,4.01,merch_6925,LT,11
txn_000385,ord_791429,cust_41046,google_pay,pending,1261.87,USD,2026-04-15 16:54:16,85,3.06,merch_8707,CR,98
txn_000386,ord_446999,cust_30130,apple_pay,refunded,479.28,USD,2026-04-16 22:36:18,05,1.18,merch_6633,BB,22
txn_000387,ord_391192,cust_75843,paypal,completed,407.29,USD,2026-04-11 19:13:25,00,0.89,merch_3771,AR,86
txn_000388,ord_491399,cust_38357,google_pay,completed,1890.2,USD,2026-04-09 01:17:45,51,8.12,merch_4893,ST,28
txn_000389,ord_494790,cust_19021,bank_transfer,failed,865.39,USD,2026-04-10 10:01:32,61,2.23,merch_4520,RU,75
txn_000390,ord_707713,cust_58426,apple_pay,pending,1563.61,USD,2026-04-01 10:30:39,85,5.19,merch_4752,GN,58
txn_000391,ord_248725,cust_17444,apple_pay,failed,21.1,USD,2026-04-21 09:03:45,85,0.06,merch_7073,SV,14
txn_000392,ord_401071,cust_29670,debit_card,failed,1625.01,USD,2026-04-08 10:34:27,14,5.36,merch_8336,UG,57
txn_000393,ord_856859,cust_55130,bank_transfer,completed,530.05,USD,2026-04-09 08:08:02,85,1.79,merch_4861,CR,88
txn_000394,ord_554495,cust_57538,bank_transfer,pending,1928.75,USD,2026-04-24 12:13:39,85,7.3,merch_7982,CR,32
txn_000395,ord_569740,cust_65660,debit_card,completed,657.28,USD,2026-04-02 21:11:22,51,2.31,merch_2856,ER,64
txn_000396,ord_994350,cust_89520,debit_card,completed,1509.83,USD,2026-04-18 12:08:42,14,5.72,merch_7070,DZ,69
txn_000397,ord_679284,cust_83120,apple_pay,refunded,549.38,USD,2026-04-23 15:46:53,51,2.07,merch_8454,AR,57
txn_000398,ord_641138,cust_60756,paypal,refunded,213.69,USD,2026-04-23 22:37:01,05,1.03,merch_1731,RU,25
txn_000399,ord_564748,cust_38755,debit_card,refunded,683.87,USD,2026-04-18 17:11:45,05,2.09,merch_3257,UG,45
txn_000400,ord_642880,cust_49602,paypal,completed,1289.26,USD,2026-04-04 22:20:00,61,2.75,merch_9592,AR,31
txn_000401,ord_539129,cust_13965,debit_card,failed,1530.89,USD,2026-03-30 03:05:21,05,4.73,merch_8937,RU,42
txn_000402,ord_813400,cust_51797,debit_card,failed,427.74,USD,2026-04-06 20:23:28,51,1.1,merch_9015,RU,10
txn_000403,ord_446904,cust_77933,bank_transfer,failed,774.76,USD,2026-04-24 11:38:42,00,1.61,merch_5844,RU,19
txn_000404,ord_816969,cust_19941,apple_pay,refunded,1240.48,USD,2026-03-27 03:04:16,05,4.36,merch_5974,RU,13
txn_000405,ord_960953,cust_53341,google_pay,completed,1499.96,USD,2026-03-27 16:52:38,61,3.9,merch_1840,FI,49
txn_000406,ord_485653,cust_55783,google_pay,refunded,99.25,USD,2026-04-01 02:53:46,85,0.22,merch_4497,MG,55
txn_000407,ord_119989,cust_63236,bank_transfer,completed,568.99,USD,2026-03-29 04:07:20,05,2.75,merch_5738,ER,22
txn_000408,ord_503295,cust_31204,paypal,refunded,1456.3,USD,2026-04-23 02:27:17,05,2.94,merch_2718,DZ,87
txn_000409,ord_185468,cust_88948,google_pay,completed,1808.75,USD,2026-04-06 21:29:22,85,4.39,merch_6764,DZ,92
txn_000410,ord_847169,cust_62587,paypal,pending,1588.32,USD,2026-04-07 07:40:03,61,7.38,merch_4011,LT,37
txn_000411,ord_955122,cust_10774,bank_transfer,refunded,1280.26,USD,2026-04-21 01:53:40,51,5.19,merch_6293,GN,15
txn_000412,ord_665549,cust_16329,debit_card,completed,1696.41,USD,2026-03-30 06:41:40,00,4.65,merch_6666,UG,42
txn_000413,ord_989373,cust_83219,apple_pay,completed,1383.79,USD,2026-04-21 01:58:48,05,5.04,merch_2721,ST,20
txn_000414,ord_746498,cust_39466,paypal,pending,98.52,USD,2026-04-15 11:15:28,61,0.29,merch_2370,SV,48
txn_000415,ord_313632,cust_26113,paypal,refunded,788.28,USD,2026-03-31 03:09:46,85,3.65,merch_4048,CR,90
txn_000416,ord_562242,cust_55299,apple_pay,failed,1200.73,USD,2026-03-27 15:40:42,51,4.15,merch_5006,BB,28
txn_000417,ord_167384,cust_49172,debit_card,pending,450.8,USD,2026-04-24 11:09:31,61,1.21,merch_5512,MG,60
txn_000418,ord_304784,cust_55888,debit_card,refunded,1910.89,USD,2026-04-14 09:33:53,61,5.36,merch_7643,CR,20
txn_000419,ord_590741,cust_68116,debit_card,pending,1741.38,USD,2026-04-02 22:43:28,61,7.47,merch_1085,CR,68
txn_000420,ord_215739,cust_90468,debit_card,pending,678.4,USD,2026-04-24 01:11:19,51,1.59,merch_7286,CR,30
txn_000421,ord_800138,cust_51559,paypal,failed,1306.43,USD,2026-04-24 06:19:22,61,4.06,merch_3411,AR,16
txn_000422,ord_793160,cust_51899,paypal,pending,381.17,USD,2026-03-28 22:56:35,14,1.43,merch_8368,UG,73
txn_000423,ord_860664,cust_70639,paypal,failed,689.44,USD,2026-04-08 14:10:25,85,2.39,merch_6162,CR,34
txn_000424,ord_507057,cust_22746,google_pay,completed,529.29,USD,2026-04-08 20:24:50,61,1.26,merch_7391,ST,63
txn_000425,ord_693889,cust_23492,paypal,completed,729.25,USD,2026-04-23 13:18:36,61,2.53,merch_8884,DZ,21
txn_000426,ord_562329,cust_54886,paypal,refunded,259.01,USD,2026-04-08 11:09:05,05,1.23,merch_7288,ST,33
txn_000427,ord_964139,cust_30881,paypal,refunded,1783.53,USD,2026-03-31 23:43:17,61,8.52,merch_7211,ER,65
txn_000428,ord_633373,cust_83779,paypal,completed,1653.24,USD,2026-04-08 18:49:47,05,5.48,merch_2052,DZ,71
txn_000429,ord_941012,cust_73378,debit_card,refunded,157.49,USD,2026-04-02 06:20:02,85,0.48,merch_4893,UG,73
txn_000430,ord_669454,cust_45712,apple_pay,refunded,1348.95,USD,2026-04-02 06:00:30,14,4.9,merch_9190,GN,15
txn_000431,ord_279664,cust_60068,debit_card,failed,334.77,USD,2026-04-19 13:38:20,51,1.32,merch_8257,DZ,65
txn_000432,ord_868313,cust_38173,apple_pay,pending,1127.84,USD,2026-04-19 02:33:39,85,4.73,merch_7159,RU,44
txn_000433,ord_807001,cust_75525,bank_transfer,pending,1317.04,USD,2026-04-03 09:35:15,85,2.87,merch_5779,ST,26
