event_id,customer_id,session_id,event_type,event_timestamp,page_url,product_id,category_id,referrer_source,device_type,user_agent,ip_address
evt_000252,cust_20765,sess_d60c862e,remove_from_cart,2026-04-14 00:12:24,explore/list/app,,,email,tablet,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_5 rv:4.0; br-FR) AppleWebKit/534.21.1 (KHTML, like Gecko) Version/4.0.1 Safari/534.21.1",117.169.52.196
evt_000253,cust_88750,sess_cbc175e1,checkout_start,2026-04-12 20:47:32,blog/explore/search,,,twitter,desktop,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/535.15.6 (KHTML, like Gecko) Version/4.0 Safari/535.15.6",77.243.24.252
evt_000254,cust_47671,sess_e2a5adcb,purchase,2026-04-25 10:00:25,tags/blog,prod_5476,cat_home,twitter,mobile,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/7306-07-14 08:53:54 Firefox/3.6.6,156.115.72.149
evt_000255,cust_63337,sess_14978c16,page_view,2026-04-23 06:13:44,search/categories/tag,,,google,tablet,Mozilla/5.0 (Android 2.2; Mobile; rv:17.0) Gecko/17.0 Firefox/17.0,21.251.178.113
evt_000256,cust_49032,sess_1a3cb858,purchase,2026-03-29 18:39:44,tags/blog,prod_9431,cat_sports,instagram,tablet,Mozilla/5.0 (Android 4.1.1; Mobile; rv:67.0) Gecko/67.0 Firefox/67.0,111.108.169.159
evt_000257,cust_65051,sess_a8adf8bb,page_view,2026-04-03 16:25:17,explore/list/app,,,email,desktop,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_6 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) CriOS/20.0.858.0 Mobile/28M506 Safari/533.0",194.67.106.198
evt_000258,cust_51339,sess_0cb44c30,page_view,2026-04-08 00:48:04,tags/blog,,,facebook,mobile,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/3.1),52.199.122.26
evt_000259,cust_75820,sess_5c4ff4f7,checkout_start,2026-03-31 00:40:18,explore/list/app,,,instagram,tablet,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.865.0 Safari/535.2",86.112.14.221
evt_000260,cust_22372,sess_56497777,add_to_cart,2026-04-23 14:08:11,blog/explore/search,prod_8871,cat_clothing,twitter,tablet,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/7896-03-25 03:06:56 Firefox/3.8,22.146.13.32
evt_000261,cust_70755,sess_c5d8298c,page_view,2026-04-14 21:47:34,blog/explore/search,,,email,desktop,Opera/9.91.(Windows 98; Win 9x 4.90; tt-RU) Presto/2.9.185 Version/11.00,203.221.50.21
evt_000262,cust_67090,sess_f2ea6e1f,page_view,2026-04-12 10:22:00,explore/list/app,,,instagram,tablet,Opera/8.18.(X11; Linux x86_64; xh-ZA) Presto/2.9.169 Version/11.00,39.86.165.48
evt_000263,cust_66899,sess_6cd80f97,purchase,2026-04-23 23:21:38,app/tag/blog,prod_3906,cat_electronics,google,desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_2 rv:2.0; shs-CA) AppleWebKit/535.24.7 (KHTML, like Gecko) Version/4.0 Safari/535.24.7",79.113.157.54
evt_000264,cust_27745,sess_fcca333d,product_view,2026-04-01 15:33:22,explore/list/app,prod_2151,cat_clothing,facebook,desktop,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/3885-07-15 23:21:39 Firefox/12.0,219.233.194.244
evt_000265,cust_28183,sess_f02902dc,remove_from_cart,2026-04-11 20:52:55,explore/list/app,,,facebook,mobile,Opera/8.54.(X11; Linux x86_64; lzh-TW) Presto/2.9.166 Version/10.00,177.19.152.234
evt_000266,cust_61772,sess_2a1032e5,add_to_cart,2026-04-07 05:03:17,blog/explore/search,prod_4583,cat_electronics,facebook,tablet,Opera/8.53.(X11; Linux x86_64; vi-VN) Presto/2.9.180 Version/12.00,8.238.68.227
evt_000267,cust_88084,sess_aa636398,add_to_cart,2026-04-14 12:27:09,search/categories/tag,prod_3831,cat_electronics,google,tablet,Opera/9.63.(Windows 98; brx-IN) Presto/2.9.185 Version/10.00,163.60.233.250
evt_000268,cust_33135,sess_df55f095,product_view,2026-04-12 16:54:56,explore,prod_3927,cat_clothing,email,desktop,Opera/9.46.(X11; Linux x86_64; cv-RU) Presto/2.9.183 Version/10.00,50.61.52.161
evt_000269,cust_53593,sess_819df435,product_view,2026-04-14 02:26:54,explore/list/app,prod_2820,cat_clothing,facebook,tablet,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_7; rv:1.9.2.20) Gecko/2519-12-23 19:24:45 Firefox/3.8,218.233.141.16
evt_000270,cust_81551,sess_f33569e4,remove_from_cart,2026-03-31 21:35:08,search/categories/tag,,,email,mobile,"Mozilla/5.0 (Linux; Android 1.5) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/13.0.887.0 Safari/534.0",141.118.102.184
evt_000271,cust_76738,sess_e6516404,checkout_start,2026-04-07 01:03:36,search/categories/tag,,,google,desktop,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.01; Trident/4.0),10.109.205.162
evt_000272,cust_19554,sess_aa43efc2,add_to_cart,2026-04-01 01:12:34,explore/list/app,prod_3727,cat_home,facebook,mobile,Mozilla/5.0 (Windows NT 6.0; mi-NZ; rv:1.9.2.20) Gecko/9009-06-18 05:52:05 Firefox/3.8,139.124.67.183
evt_000273,cust_87957,sess_3204c9ce,purchase,2026-04-09 05:30:12,tags/blog,prod_4664,cat_beauty,instagram,tablet,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/52.0.848.0 Safari/533.2",179.221.142.216
evt_000274,cust_23877,sess_78f31f9f,remove_from_cart,2026-04-18 00:09:01,tags/blog,,,twitter,desktop,"Mozilla/5.0 (Linux; Android 4.1.2) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/35.0.852.0 Safari/536.0",7.32.54.76
evt_000275,cust_68644,sess_8a700087,purchase,2026-04-21 19:15:00,blog/explore/search,prod_7345,cat_sports,google,tablet,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) FxiOS/16.4c9776.0 Mobile/20R607 Safari/534.2",105.42.2.254
evt_000276,cust_24355,sess_c48ec4c0,purchase,2026-04-04 13:01:19,search/categories/tag,prod_4016,cat_beauty,twitter,tablet,Mozilla/5.0 (compatible; MSIE 5.0; Windows 95; Trident/5.1),51.79.152.151
evt_000277,cust_28402,sess_b3e68a19,page_view,2026-04-01 09:13:16,blog/explore/search,,,instagram,desktop,Opera/8.74.(X11; Linux i686; ha-NG) Presto/2.9.178 Version/11.00,1.0.81.149
evt_000278,cust_55109,sess_49e98cbe,remove_from_cart,2026-04-05 15:24:44,search/categories/tag,,,instagram,desktop,Opera/8.76.(X11; Linux x86_64; sr-RS) Presto/2.9.162 Version/11.00,202.205.81.209
evt_000279,cust_60725,sess_6b9a86ed,checkout_start,2026-03-28 00:19:16,tags/blog,,,instagram,mobile,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/4.0),26.236.105.228
evt_000280,cust_17073,sess_2da2208b,add_to_cart,2026-04-18 17:30:54,explore,prod_1587,cat_sports,instagram,desktop,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_1; rv:1.9.2.20) Gecko/6801-05-13 09:07:56 Firefox/11.0,22.107.13.152
evt_000281,cust_32427,sess_4230e26b,add_to_cart,2026-04-19 06:36:08,explore,prod_7042,cat_home,twitter,tablet,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/26.0.844.0 Safari/533.2",152.243.82.182
evt_000282,cust_38311,sess_9a46981d,add_to_cart,2026-03-28 01:45:11,explore/list/app,prod_5212,cat_home,twitter,tablet,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/3.0),19.167.77.52
evt_000283,cust_80069,sess_6235c537,remove_from_cart,2026-04-24 10:46:42,blog/explore/search,,,email,desktop,Opera/8.61.(Windows 95; nso-ZA) Presto/2.9.173 Version/12.00,72.13.155.116
evt_000284,cust_40718,sess_65be223c,product_view,2026-04-06 12:35:24,search/categories/tag,prod_6935,cat_sports,facebook,mobile,Mozilla/5.0 (compatible; MSIE 5.0; Windows 95; Trident/4.0),29.197.22.141
evt_000285,cust_11454,sess_0c7a8d36,purchase,2026-04-14 01:11:37,explore,prod_1950,cat_home,instagram,mobile,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_5 rv:2.0; mr-IN) AppleWebKit/534.12.6 (KHTML, like Gecko) Version/4.0.1 Safari/534.12.6",182.209.68.71
evt_000286,cust_76366,sess_a091a40a,purchase,2026-04-03 12:21:27,app/tag/blog,prod_7136,cat_sports,email,mobile,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/535.38.1 (KHTML, like Gecko) Version/5.0.1 Safari/535.38.1",144.128.214.158
evt_000287,cust_52636,sess_02254a41,remove_from_cart,2026-04-04 13:20:34,search/categories/tag,,,instagram,mobile,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/28.0.831.0 Safari/531.0",170.73.43.129
evt_000288,cust_15205,sess_7e32af7f,page_view,2026-04-19 22:42:40,explore,,,google,desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/26.0.834.0 Safari/533.0",183.33.187.146
evt_000289,cust_52623,sess_86226c43,purchase,2026-04-08 19:32:45,app/tag/blog,prod_7161,cat_electronics,instagram,tablet,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_7; rv:1.9.4.20) Gecko/8199-07-31 13:26:05 Firefox/4.0,117.146.48.139
evt_000290,cust_67938,sess_d6bec5db,checkout_start,2026-04-21 16:44:43,blog/explore/search,,,twitter,tablet,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; lij-IT) AppleWebKit/531.50.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6531.50.3",207.70.209.87
evt_000291,cust_14208,sess_fdec3d41,product_view,2026-04-14 00:51:10,explore,prod_2049,cat_clothing,facebook,tablet,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/534.39.1 (KHTML, like Gecko) Version/5.0.1 Safari/534.39.1",46.232.115.190
evt_000292,cust_17382,sess_de0d6222,page_view,2026-04-09 15:16:43,blog/explore/search,,,instagram,desktop,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/4.0),88.244.209.167
evt_000293,cust_82918,sess_33d8e12f,remove_from_cart,2026-04-22 09:11:20,blog/explore/search,,,google,desktop,Mozilla/5.0 (Windows 98; Win 9x 4.90; fi-FI; rv:1.9.0.20) Gecko/7815-06-16 21:04:21 Firefox/3.6.20,184.219.39.135
evt_000294,cust_89337,sess_1e923694,product_view,2026-04-01 01:36:31,app/tag/blog,prod_1796,cat_home,twitter,tablet,Opera/8.93.(X11; Linux i686; ml-IN) Presto/2.9.181 Version/10.00,194.142.15.89
evt_000295,cust_76781,sess_05e102fd,product_view,2026-04-11 08:26:28,search/categories/tag,prod_7642,cat_sports,instagram,mobile,Opera/9.33.(X11; Linux i686; ur-PK) Presto/2.9.179 Version/10.00,166.186.83.225
evt_000296,cust_11861,sess_4b46cdc7,purchase,2026-04-20 04:47:55,tags/blog,prod_3566,cat_home,instagram,mobile,Mozilla/5.0 (Android 9; Mobile; rv:37.0) Gecko/37.0 Firefox/37.0,116.40.133.127
evt_000297,cust_91262,sess_bd74093c,remove_from_cart,2026-04-15 12:40:28,explore/list/app,,,facebook,mobile,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Trident/5.0),193.199.162.182
evt_000298,cust_84732,sess_f4c38915,product_view,2026-04-08 10:26:25,tags/blog,prod_9394,cat_electronics,instagram,mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_4 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) CriOS/39.0.890.0 Mobile/28Z898 Safari/533.2",88.181.145.230
evt_000299,cust_93963,sess_dbdee1ce,page_view,2026-04-03 09:40:20,app/tag/blog,,,twitter,tablet,"Mozilla/5.0 (Linux; Android 4.2.1) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/18.0.867.0 Safari/533.2",35.235.230.52
evt_000300,cust_99753,sess_59cb6f0e,checkout_start,2026-04-02 23:05:08,explore,,,twitter,mobile,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/4.0),103.169.208.240
evt_000301,cust_59388,sess_254c9d21,checkout_start,2026-04-21 20:26:30,app/tag/blog,,,email,desktop,Opera/8.40.(X11; Linux i686; ak-GH) Presto/2.9.190 Version/11.00,182.170.113.36
evt_000302,cust_81903,sess_9279c741,purchase,2026-04-08 18:59:12,app/tag/blog,prod_5541,cat_sports,twitter,mobile,Opera/8.61.(X11; Linux x86_64; lv-LV) Presto/2.9.162 Version/10.00,110.206.226.58
evt_000303,cust_64227,sess_31972d50,remove_from_cart,2026-04-04 11:44:58,explore/list/app,,,twitter,desktop,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/533.42.6 (KHTML, like Gecko) Version/5.1 Safari/533.42.6",66.220.149.186
evt_000304,cust_61581,sess_ffad3136,remove_from_cart,2026-04-13 11:44:47,search/categories/tag,,,twitter,mobile,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Win 9x 4.90; Trident/4.0),133.134.28.63
evt_000305,cust_87244,sess_cd5a0b2a,remove_from_cart,2026-04-22 16:36:16,search/categories/tag,,,twitter,mobile,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_4; rv:1.9.6.20) Gecko/8302-11-20 17:13:19 Firefox/3.8,122.5.162.232
evt_000306,cust_42182,sess_e3beec28,remove_from_cart,2026-04-13 18:43:29,search/categories/tag,,,instagram,mobile,Opera/8.95.(Windows NT 6.2; nn-NO) Presto/2.9.190 Version/10.00,151.83.8.82
evt_000307,cust_60726,sess_99b50ea2,purchase,2026-03-26 16:29:56,app/tag/blog,prod_8195,cat_home,facebook,desktop,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/5837-02-27 18:16:07 Firefox/7.0,60.234.54.207
evt_000308,cust_22110,sess_e5c28b84,purchase,2026-04-03 17:43:50,explore/list/app,prod_7422,cat_beauty,twitter,desktop,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 10.0; Trident/5.1),92.108.206.52
evt_000309,cust_66277,sess_7874d814,checkout_start,2026-03-27 20:49:44,explore/list/app,,,email,desktop,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_4 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) CriOS/34.0.864.0 Mobile/79J819 Safari/533.1",3.112.66.196
evt_000310,cust_45347,sess_5146f17f,add_to_cart,2026-04-21 05:05:26,explore/list/app,prod_5260,cat_home,twitter,desktop,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_3; rv:1.9.4.20) Gecko/8938-05-08 08:26:53 Firefox/3.8,150.6.158.7
evt_000311,cust_77093,sess_9c82d213,remove_from_cart,2026-04-25 06:50:37,search/categories/tag,,,twitter,mobile,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6 rv:4.0; hi-IN) AppleWebKit/533.50.2 (KHTML, like Gecko) Version/4.0.2 Safari/533.50.2",168.252.32.140
evt_000312,cust_15605,sess_8212db53,purchase,2026-04-03 15:28:31,explore/list/app,prod_7136,cat_clothing,email,mobile,Opera/9.19.(X11; Linux i686; ayc-PE) Presto/2.9.171 Version/12.00,175.104.185.66
evt_000313,cust_74638,sess_2c174ad1,page_view,2026-04-19 18:54:50,app/tag/blog,,,facebook,desktop,Opera/8.55.(Windows NT 5.1; cmn-TW) Presto/2.9.174 Version/10.00,1.175.254.22
evt_000314,cust_76601,sess_2434c5c6,product_view,2026-04-17 03:35:16,search/categories/tag,prod_5577,cat_clothing,instagram,desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_9 rv:6.0; cs-CZ) AppleWebKit/532.19.3 (KHTML, like Gecko) Version/5.1 Safari/532.19.3",42.113.242.57
evt_000315,cust_92017,sess_37ab12d6,checkout_start,2026-04-12 00:32:08,app/tag/blog,,,google,desktop,Mozilla/5.0 (Windows NT 6.1; nr-ZA; rv:1.9.0.20) Gecko/5394-12-22 01:45:46 Firefox/3.6.15,122.82.147.72
evt_000316,cust_11388,sess_499be813,checkout_start,2026-03-29 01:38:47,app/tag/blog,,,twitter,tablet,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 11.0; Trident/5.0),67.0.72.72
evt_000317,cust_90316,sess_5c96dc05,checkout_start,2026-04-06 06:35:42,blog/explore/search,,,google,mobile,"Mozilla/5.0 (iPad; CPU iPad OS 5_1_1 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) FxiOS/12.6m1995.0 Mobile/06J028 Safari/536.1",139.112.205.117
evt_000318,cust_92926,sess_d5be310a,product_view,2026-04-13 04:19:00,explore/list/app,prod_2656,cat_beauty,twitter,desktop,Mozilla/5.0 (compatible; MSIE 5.0; Windows 95; Trident/3.1),166.57.159.130
evt_000319,cust_17045,sess_a614431f,remove_from_cart,2026-04-08 06:45:46,tags/blog,,,email,desktop,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/531.19.1 (KHTML, like Gecko) Version/4.0.5 Safari/531.19.1",216.35.146.246
evt_000320,cust_75344,sess_5eb047e1,add_to_cart,2026-04-13 02:03:27,search/categories/tag,prod_1529,cat_sports,instagram,tablet,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_7) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/17.0.821.0 Safari/533.0",212.222.146.236
evt_000321,cust_61411,sess_0b897ad5,product_view,2026-04-14 17:13:13,tags/blog,prod_3424,cat_sports,google,desktop,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; sid-ET) AppleWebKit/533.45.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6533.45.2",206.140.235.131
evt_000322,cust_15254,sess_01196707,checkout_start,2026-04-09 13:53:11,search/categories/tag,,,email,tablet,Mozilla/5.0 (compatible; MSIE 9.0; Windows CE; Trident/5.0),217.165.21.193
evt_000323,cust_35227,sess_119834d4,remove_from_cart,2026-04-22 20:02:21,explore/list/app,,,twitter,tablet,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 10.0; Trident/5.1),70.223.238.100
evt_000324,cust_18523,sess_52ff1c69,remove_from_cart,2026-04-19 19:32:36,tags/blog,,,email,tablet,Opera/8.47.(X11; Linux x86_64; kok-IN) Presto/2.9.160 Version/12.00,112.55.242.198
evt_000325,cust_22875,sess_1cc0d6be,page_view,2026-04-07 08:44:42,blog/explore/search,,,google,desktop,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/4.1),177.41.95.236
evt_000326,cust_66289,sess_395046f8,product_view,2026-03-31 14:29:04,explore/list/app,prod_6518,cat_beauty,email,mobile,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/22.0.898.0 Safari/536.2",73.190.187.225
evt_000327,cust_55235,sess_3245521d,page_view,2026-04-01 06:29:13,search/categories/tag,,,facebook,mobile,Opera/9.27.(X11; Linux x86_64; ta-IN) Presto/2.9.190 Version/12.00,136.58.75.135
evt_000328,cust_33257,sess_6df84957,page_view,2026-04-11 18:02:31,explore,,,instagram,desktop,Opera/8.48.(Windows NT 10.0; ml-IN) Presto/2.9.176 Version/11.00,211.209.59.196
evt_000329,cust_64363,sess_962c1146,checkout_start,2026-04-25 09:11:47,blog/explore/search,,,instagram,mobile,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/3.1),23.63.18.21
evt_000330,cust_24513,sess_7dc54d63,add_to_cart,2026-04-22 19:14:22,explore,prod_6429,cat_home,facebook,desktop,Opera/8.19.(Windows 95; de-CH) Presto/2.9.172 Version/12.00,160.19.132.254
evt_000331,cust_61643,sess_78d33cfe,checkout_start,2026-03-27 05:27:59,app/tag/blog,,,twitter,desktop,"Mozilla/5.0 (Windows 98) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/49.0.805.0 Safari/534.0",36.134.94.16
evt_000332,cust_74294,sess_2ac95190,add_to_cart,2026-04-03 11:58:01,search/categories/tag,prod_7163,cat_sports,email,tablet,"Mozilla/5.0 (Linux; Android 4.4.3) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/63.0.859.0 Safari/533.1",71.151.142.52
evt_000333,cust_18348,sess_ed857dc1,add_to_cart,2026-04-07 01:45:17,explore/list/app,prod_3727,cat_home,twitter,mobile,Opera/9.21.(Windows NT 5.2; lv-LV) Presto/2.9.160 Version/12.00,218.120.8.100
evt_000334,cust_67830,sess_e21cb0b6,product_view,2026-04-17 23:23:09,search/categories/tag,prod_8879,cat_electronics,instagram,desktop,Mozilla/5.0 (compatible; MSIE 8.0; Windows 95; Trident/4.0),4.149.112.137
evt_000335,cust_17507,sess_5f6ffee6,remove_from_cart,2026-04-23 08:46:16,app/tag/blog,,,facebook,tablet,Mozilla/5.0 (Windows NT 5.0; tg-TJ; rv:1.9.0.20) Gecko/5432-08-11 14:22:41 Firefox/3.8,37.138.11.100
evt_000336,cust_78854,sess_73adc78b,product_view,2026-04-14 18:16:11,app/tag/blog,prod_2512,cat_sports,google,desktop,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/534.23.4 (KHTML, like Gecko) Version/5.1 Safari/534.23.4",198.88.180.236
evt_000337,cust_99070,sess_ff9bd687,remove_from_cart,2026-04-15 10:38:34,app/tag/blog,,,email,desktop,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.0; Trident/3.1),14.152.130.199
evt_000338,cust_65105,sess_9015e423,remove_from_cart,2026-04-01 03:39:15,explore/list/app,,,email,tablet,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; gu-IN) AppleWebKit/533.14.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6533.14.3",75.216.115.1
evt_000339,cust_82837,sess_97a7b192,remove_from_cart,2026-04-03 14:41:21,blog/explore/search,,,instagram,mobile,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_7; rv:1.9.4.20) Gecko/5025-10-15 01:33:53 Firefox/4.0,156.240.56.1
evt_000340,cust_63418,sess_ade9b4b6,remove_from_cart,2026-04-10 06:42:00,explore/list/app,,,facebook,mobile,"Mozilla/5.0 (iPad; CPU iPad OS 14_2_1 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) CriOS/57.0.898.0 Mobile/23W297 Safari/531.2",99.31.216.77
evt_000341,cust_64898,sess_275c0341,checkout_start,2026-04-21 15:50:51,blog/explore/search,,,facebook,tablet,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 11.0; Trident/3.1),6.105.243.142
evt_000342,cust_92812,sess_265fd4fb,product_view,2026-04-19 21:53:23,blog/explore/search,prod_9573,cat_beauty,twitter,mobile,Mozilla/5.0 (compatible; MSIE 8.0; Windows CE; Trident/4.1),166.199.249.74
evt_000343,cust_63174,sess_ca3ea120,product_view,2026-04-15 17:46:24,blog/explore/search,prod_4544,cat_sports,email,tablet,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/3141-01-19 00:40:03 Firefox/15.0,102.125.108.225
evt_000344,cust_11722,sess_9ffe8207,page_view,2026-04-18 16:22:13,blog/explore/search,,,email,desktop,Opera/8.53.(X11; Linux x86_64; so-ET) Presto/2.9.175 Version/12.00,170.9.76.77
evt_000345,cust_46445,sess_10ec0061,checkout_start,2026-04-17 16:35:38,explore/list/app,,,twitter,tablet,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/8700-03-25 19:33:44 Firefox/4.0,41.122.23.47
evt_000346,cust_14859,sess_d372203f,product_view,2026-04-24 10:52:11,search/categories/tag,prod_1204,cat_beauty,google,desktop,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/533.7.1 (KHTML, like Gecko) Version/4.0.3 Safari/533.7.1",98.60.71.120
evt_000347,cust_82195,sess_f1d38318,remove_from_cart,2026-04-03 03:40:46,app/tag/blog,,,email,mobile,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/5.1),38.143.159.4
evt_000348,cust_27865,sess_84a0aaee,add_to_cart,2026-03-27 08:11:26,tags/blog,prod_1522,cat_clothing,email,tablet,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/4.1),52.187.42.67
evt_000349,cust_37470,sess_f2ddbf7e,add_to_cart,2026-04-04 09:18:38,app/tag/blog,prod_6575,cat_clothing,twitter,mobile,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_2; rv:1.9.2.20) Gecko/2378-07-28 23:36:16 Firefox/3.6.10,220.190.181.9
evt_000350,cust_30704,sess_1260194f,add_to_cart,2026-04-17 04:42:26,tags/blog,prod_6699,cat_clothing,facebook,desktop,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/3.1),219.248.176.227
evt_000351,cust_20884,sess_61c381e5,checkout_start,2026-04-20 11:44:04,explore/list/app,,,twitter,mobile,"Mozilla/5.0 (Windows 95) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/26.0.857.0 Safari/532.2",139.181.234.191
evt_000352,cust_96101,sess_41385851,remove_from_cart,2026-03-30 23:44:20,tags/blog,,,twitter,mobile,Opera/9.71.(X11; Linux i686; unm-US) Presto/2.9.190 Version/12.00,166.156.167.61
evt_000353,cust_71368,sess_a45bcd73,purchase,2026-04-11 01:25:50,explore/list/app,prod_2202,cat_electronics,instagram,mobile,"Mozilla/5.0 (Linux; Android 4.0.1) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/57.0.803.0 Safari/536.1",223.187.66.151
evt_000354,cust_99383,sess_982c3e5b,product_view,2026-04-07 21:15:16,app/tag/blog,prod_2611,cat_home,facebook,mobile,Mozilla/5.0 (Android 3.2.4; Mobile; rv:42.0) Gecko/42.0 Firefox/42.0,107.190.119.230
evt_000355,cust_88500,sess_187e22d5,product_view,2026-04-21 22:58:45,explore/list/app,prod_4521,cat_home,email,tablet,Opera/9.13.(Windows 95; ky-KG) Presto/2.9.174 Version/10.00,69.2.96.51
evt_000356,cust_50546,sess_05e1aaba,page_view,2026-04-13 11:24:44,explore/list/app,,,instagram,tablet,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/25.0.816.0 Safari/533.1",214.58.157.6
evt_000357,cust_64397,sess_cd65865d,product_view,2026-04-05 21:13:48,blog/explore/search,prod_9824,cat_clothing,twitter,mobile,Opera/8.53.(Windows NT 10.0; da-DK) Presto/2.9.183 Version/11.00,70.74.133.76
evt_000358,cust_54017,sess_a93763c3,page_view,2026-04-12 20:16:08,tags/blog,,,twitter,tablet,Opera/8.29.(Windows CE; hr-HR) Presto/2.9.182 Version/10.00,51.227.129.110
evt_000359,cust_21138,sess_23f8177e,product_view,2026-04-15 07:26:26,explore,prod_7861,cat_electronics,instagram,desktop,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/534.11.2 (KHTML, like Gecko) Version/4.1 Safari/534.11.2",140.11.82.111
evt_000360,cust_82657,sess_64f883a0,page_view,2026-04-14 02:47:18,tags/blog,,,twitter,desktop,Opera/8.65.(Windows NT 6.1; nhn-MX) Presto/2.9.181 Version/10.00,132.158.57.221
